zcta,latitude,longitude,JobsTotal,JobsAgriculture,JobsAutomotive,JobsEntertainment,JobsConstruction,JobsHealthcare,JobsManufacturing,JobsProfessional,JobsRealestate,JobsTrade,JobsTransport
1105,42.1,-72.58,259,,,21,9,35,6,35,12,22,2
1106,42.05,-72.57,263,,,14,16,54,1,57,16,9,2
1107,42.12,-72.61,149,,,3,6,63,4,9,3,3,2
1108,42.08,-72.56,275,,,2,22,31,11,25,16,7,9
1109,42.12,-72.55,324,,,7,13,54,11,24,10,11,8
1118,42.09,-72.53,141,,,4,18,32,1,12,3,3,2
1119,42.12,-72.51,138,,,3,8,13,,12,7,2,1
1128,42.09,-72.49,50,,,,5,5,,10,,1,1
1129,42.12,-72.49,184,,,6,10,14,5,17,3,4,1
1151,42.15,-72.51,127,,,3,11,7,19,16,2,7,6
1199,42.12,-72.6,2,,,,,2,,,,,
1201,42.45,-73.27,1326,2,,51,117,225,52,210,43,46,25
1220,42.62,-73.12,163,1,,2,29,12,12,16,4,4,3
1222,42.06,-73.32,12,,,1,,,3,,,4,
1223,42.31,-73.11,50,,,2,15,,1,4,,1,3
1224,42.51,-73.2,4,,,,,,1,,,,
1225,42.56,-73.15,53,,,,14,2,1,6,3,,3
1226,42.48,-73.14,131,,,5,34,12,6,16,2,8,1
1229,42.28,-73.33,4,,,,,,,1,,,
1230,42.17,-73.32,437,2,,24,37,49,14,75,10,10,4
1235,42.43,-73.06,47,,,2,18,2,2,3,,1,2
1236,42.27,-73.38,32,,,1,5,2,5,4,,,
1237,42.54,-73.27,143,,,6,17,6,3,8,4,3,1
1238,42.3,-73.23,289,,,9,35,15,7,24,8,8,2
1240,42.37,-73.27,244,,,10,12,16,4,36,8,6,2
1242,42.33,-73.25,19,,,,3,1,2,1,1,,1
1243,42.35,-73.02,5,1,,,1,,1,,1,,
1244,42.12,-73.26,6,,,,2,,,3,,,
1245,42.19,-73.22,26,,,2,5,3,2,1,,2,
1247,42.7,-73.08,345,,,17,34,51,15,43,13,8,9
1253,42.21,-73.11,29,,,2,9,1,,1,1,1,
1254,42.38,-73.37,34,2,,2,9,2,,3,2,3,
1255,42.11,-73.12,22,2,,1,6,2,,2,,,
1256,42.59,-73.02,5,,,,2,,2,,,,
1257,42.09,-73.37,110,,,4,23,,10,9,1,2,4
1258,42.11,-73.46,38,,,3,7,1,,6,2,1,
1259,42.08,-73.23,23,,,2,11,,,1,1,2,
1260,42.3,-73.34,15,,,2,1,,2,2,2,1,
1262,42.29,-73.32,81,2,,10,9,7,1,8,1,1,
1264,42.23,-73.2,2,,,1,,,,1,,,
1266,42.31,-73.39,56,,,1,17,1,1,7,3,,
1267,42.67,-73.25,221,,,15,16,22,3,41,4,2,3
1270,42.52,-73.03,8,,,,5,1,,,,,
1301,42.63,-72.6,580,,,21,34,99,28,84,14,19,4
1330,42.51,-72.82,35,,,4,7,,3,2,3,,
1331,42.56,-72.19,205,,,8,15,29,9,22,12,7,8
1337,42.69,-72.58,48,,,2,15,3,2,,1,1,2
1338,42.57,-72.82,11,,,,3,1,,1,,,2
1339,42.6,-72.89,32,,,3,4,1,,1,,2,1
1340,42.69,-72.71,18,,,1,2,1,3,1,,1,
1341,42.49,-72.71,25,,,2,5,2,2,2,,2,
1342,42.54,-72.61,29,,,2,4,1,2,1,,1,1
1343,42.66,-72.98,1,,,,1,,,,,,
1344,42.61,-72.43,13,,,1,1,1,1,2,,,
1346,42.69,-72.82,4,,,,1,,,,,,
1347,42.56,-72.52,1,,,,1,,,,,,
1349,42.56,-72.48,8,,,,,1,2,,,,
1350,42.73,-72.99,2,,,,,,,1,,,
1351,42.54,-72.52,32,,,,6,3,2,5,2,2,
1354,42.62,-72.51,21,,,1,9,2,,1,,,1
1355,42.46,-72.33,17,1,,2,2,,2,2,,,1
1360,42.68,-72.45,44,1,,1,12,1,4,3,,1,2
1364,42.61,-72.29,133,2,,7,6,8,17,11,3,6,4
1366,42.48,-72.19,26,1,,3,3,1,1,3,,,
1367,42.7,-72.91,8,,,1,2,,,,,,
1368,42.68,-72.18,10,,,,2,1,,,,,
1370,42.59,-72.73,120,,,5,11,13,8,18,1,,4
1373,42.48,-72.62,144,1,,3,20,13,11,16,2,10,6
1375,42.47,-72.55,51,,,3,4,2,,10,2,1,
1376,42.6,-72.56,106,,,2,4,21,11,9,2,5,3
1378,42.67,-72.35,2,,,,,,1,,,,
1379,42.56,-72.41,12,,,,1,1,,2,1,2,1
1420,42.58,-71.82,767,,,14,59,114,60,83,32,38,17
1430,42.66,-71.92,91,,,1,22,10,6,12,1,3,2
1431,42.68,-71.83,53,1,,,14,1,4,7,1,1,4
1432,42.56,-71.57,237,,,8,26,25,29,26,7,20,14
1434,42.54,-71.61,65,,,2,2,6,14,12,1,9,1
1436,42.6,-72.09,30,,,,5,6,1,2,,,
1438,42.56,-72.03,21,,,1,2,1,1,2,,1,2
1440,42.59,-71.99,407,,,13,28,73,35,46,8,8,7
1450,42.61,-71.56,221,1,,12,30,23,6,39,8,7,4
1451,42.5,-71.57,149,4,,10,16,19,4,45,3,10,2
1452,42.5,-72,50,2,,,12,7,2,5,2,2,1
1453,42.52,-71.76,1089,,,28,102,121,83,154,39,45,22
1460,42.54,-71.49,305,1,,15,44,25,22,69,7,25,1
1462,42.58,-71.72,199,1,,7,33,13,6,23,12,8,2
1463,42.67,-71.6,212,,,3,50,13,13,29,8,3,8
1464,42.57,-71.64,112,,,,22,3,13,16,5,13,2
1467,42.49,-71.61,8,,,,1,,2,1,,,
1468,42.54,-72.07,47,,,4,5,4,6,5,,3,2
1469,42.66,-71.7,120,,,6,22,5,6,14,2,2,2
1473,42.55,-71.91,163,4,,5,28,16,11,11,6,9,4
1474,42.67,-71.75,25,,,,9,,1,,1,1,2
1475,42.67,-72.06,151,1,,1,17,14,17,10,2,7,4
1501,42.2,-71.85,566,2,,16,49,56,23,72,16,53,8
1503,42.38,-71.63,73,2,,1,18,3,2,5,7,2,2
1504,42.04,-71.53,125,,,2,34,8,1,8,3,7,6
1505,42.36,-71.72,121,,,8,19,7,7,24,7,5,11
1506,42.18,-72.11,46,,,,8,5,4,3,1,3,1
1507,42.13,-71.97,261,,,12,52,18,15,34,8,11,12
1510,42.41,-71.69,260,,,4,36,19,25,30,7,12,8
1515,42.21,-72.04,44,,,3,5,1,,6,,2,1
1516,42.05,-71.75,115,,,3,36,7,6,12,3,1,2
1518,42.13,-72.12,61,,,3,6,4,2,10,1,4,
1519,42.2,-71.68,94,,,3,13,9,3,18,,7,1
1520,42.34,-71.85,269,,,7,35,35,6,49,12,8,2
1521,42.05,-72.18,21,,,1,4,,,2,2,,2
1522,42.38,-71.87,30,,,2,4,3,1,4,,1,1
1523,42.48,-71.68,105,,,7,17,19,3,15,3,9,1
1524,42.25,-71.92,105,,,7,25,8,4,7,,4,4
1525,42.11,-71.63,25,,,,3,4,1,3,,1,
1527,42.19,-71.78,274,,,11,27,18,31,25,1,12,10
1529,42.04,-71.58,28,,,,5,3,2,5,,,
1531,42.33,-72.13,17,,,1,5,,2,3,,,1
1532,42.32,-71.65,447,,,15,51,40,16,85,19,41,12
1534,42.14,-71.64,55,,,5,11,4,9,3,2,,
1535,42.27,-72.07,76,,,3,14,8,6,11,2,2,3
1536,42.23,-71.69,144,,,6,20,14,8,19,4,2,5
1537,42.16,-71.9,53,,,2,5,1,5,5,1,7,4
1540,42.12,-71.86,215,,,7,25,11,18,31,4,17,7
1541,42.45,-71.88,69,1,,2,8,4,5,12,4,5,2
1542,42.2,-71.91,34,,,1,6,2,5,1,1,2,
1543,42.39,-71.97,111,1,,2,23,9,2,13,4,3,3
1545,42.28,-71.71,781,,,22,81,65,32,143,40,61,34
1550,42.06,-72.03,348,,,10,26,63,27,37,11,15,4
1560,42.18,-71.67,57,,,,6,4,4,10,,5,3
1561,42.44,-71.69,32,,,1,5,3,4,7,1,1,
1562,42.25,-71.99,216,,,8,47,14,15,25,2,5,8
1564,42.45,-71.78,180,3,,5,33,11,17,25,3,16,1
1566,42.1,-72.08,234,,,3,13,30,12,38,9,7,6
1568,42.18,-71.6,155,,,4,51,9,7,17,2,7,1
1569,42.06,-71.63,266,3,,7,46,7,14,25,4,22,14
1570,42.05,-71.85,363,,,12,39,39,23,39,22,17,8
1571,42.05,-71.94,161,,,3,34,10,11,11,6,7,3
1581,42.27,-71.61,887,1,,37,42,83,39,234,30,55,11
1583,42.37,-71.79,238,,,3,32,25,12,31,8,16,8
1585,42.24,-72.16,80,,,3,11,13,11,9,1,2,1
1588,42.12,-71.67,209,,,3,17,31,11,36,10,10,5
1590,42.13,-71.75,164,1,,5,29,9,13,26,2,12,2
1602,42.27,-71.85,283,,,12,20,56,5,34,12,11,5
1603,42.24,-71.84,381,,,3,31,33,27,36,12,21,14
1604,42.25,-71.77,678,,,9,66,80,36,60,23,44,22
1605,42.29,-71.79,612,,,18,36,155,27,108,21,25,7
1606,42.32,-71.8,445,,,25,34,42,30,61,15,21,10
1607,42.23,-71.79,130,,,,14,7,6,7,6,13,5
1608,42.26,-71.8,561,,,15,10,84,9,232,17,18,6
1609,42.29,-71.83,514,,,11,12,124,6,119,22,13,5
1610,42.25,-71.81,336,,,6,23,39,29,26,18,25,7
1611,42.24,-71.88,28,,,,4,,3,1,3,2,1
1612,42.3,-71.93,65,,,6,13,6,2,12,2,1,
1701,42.32,-71.44,1182,,,62,64,108,24,299,57,66,18
1702,42.28,-71.44,825,,,27,67,165,29,124,23,42,12
1718,42.52,-71.43,2,,,,,,,1,,1,
1719,42.49,-71.52,140,,,11,17,7,7,47,4,10,4
1720,42.48,-71.44,728,1,,34,54,75,29,174,18,38,7
1721,42.26,-71.47,378,,,5,48,28,23,69,12,24,6
1730,42.5,-71.28,535,,,32,44,53,32,139,10,38,8
1731,42.46,-71.28,31,,,,,,,21,1,,
1740,42.44,-71.6,106,2,,8,12,6,4,33,5,9,1
1741,42.54,-71.36,108,,,12,13,9,6,39,6,3,1
1742,42.46,-71.36,764,3,,50,38,135,24,213,25,25,6
1745,42.29,-71.5,24,,,3,3,3,,5,,1,2
1746,42.2,-71.45,373,3,,7,58,30,39,67,10,27,5
1747,42.12,-71.53,140,,,4,16,23,13,19,2,14,5
1748,42.22,-71.54,402,,,18,53,31,15,123,13,32,7
1749,42.39,-71.55,509,,,11,83,27,70,62,14,42,9
1752,42.35,-71.55,1310,1,,63,85,105,72,252,46,96,27
1754,42.43,-71.46,261,,,18,27,13,10,59,11,9,1
1756,42.09,-71.54,139,,,5,28,6,5,19,6,5,
1757,42.16,-71.52,763,,,24,77,110,25,122,23,35,17
1760,42.28,-71.35,1320,,,55,92,123,25,233,38,69,13
1770,42.23,-71.37,111,1,,8,14,8,1,34,3,6,
1772,42.3,-71.53,324,,,18,21,22,11,91,9,30,10
1773,42.43,-71.31,139,,,7,10,14,3,52,10,2,
1775,42.43,-71.51,156,1,,12,28,8,4,31,3,15,3
1776,42.38,-71.42,499,,,24,35,53,7,145,16,36,3
1778,42.36,-71.36,331,2,,21,33,39,3,79,12,16,2
1801,42.49,-71.15,1975,,,72,196,152,138,392,77,238,53
1803,42.5,-71.2,1440,,,102,91,90,38,322,42,95,18
1810,42.65,-71.16,996,,,59,61,109,26,297,30,63,11
1821,42.55,-71.25,697,,,22,130,34,38,109,26,57,30
1824,42.59,-71.36,804,,,33,76,111,50,158,21,42,10
1826,42.68,-71.3,538,,,13,124,54,15,59,16,19,12
1827,42.68,-71.5,46,1,,2,19,2,,7,,1,
1830,42.8,-71.05,564,1,,16,42,111,17,85,21,15,10
1832,42.79,-71.13,285,,1,6,35,20,29,35,5,16,4
1833,42.73,-70.98,200,2,,5,38,21,13,27,4,10,3
1834,42.75,-71.02,117,,,4,28,6,6,13,3,6,3
1835,42.75,-71.09,284,1,,15,28,18,43,31,17,23,10
1840,42.71,-71.16,338,,,11,9,67,31,39,10,19,4
1841,42.71,-71.16,325,,,2,16,56,20,15,11,17,13
1843,42.69,-71.16,430,,,15,21,36,44,53,16,29,11
1844,42.74,-71.18,867,,,22,97,113,39,123,32,41,30
1845,42.67,-71.09,843,,,23,70,134,30,226,27,35,11
1850,42.66,-71.3,96,,,,10,12,1,5,4,1,2
1851,42.63,-71.34,390,,,14,42,25,23,52,17,20,7
1852,42.63,-71.3,768,1,,26,44,112,41,124,29,26,15
1854,42.65,-71.35,303,,,5,23,70,3,29,15,13,1
1860,42.84,-71.01,84,,,1,17,13,2,13,2,2,5
1862,42.58,-71.3,359,,,10,53,21,50,42,3,36,16
1863,42.63,-71.39,215,,,7,23,32,16,36,4,14,4
1864,42.58,-71.08,461,,,23,86,29,9,91,12,31,14
1867,42.54,-71.11,511,,,17,65,68,10,103,20,10,7
1876,42.61,-71.23,705,1,,18,130,62,29,94,23,34,21
1879,42.67,-71.43,312,,,15,74,13,13,40,11,22,5
1880,42.5,-71.07,870,,,29,114,92,30,197,21,50,13
1886,42.59,-71.44,551,,,18,65,40,25,143,19,39,11
1887,42.56,-71.16,749,,,25,117,51,76,94,17,106,34
1890,42.45,-71.14,574,,,27,50,102,10,152,27,10,4
1901,42.46,-70.95,278,,,14,2,56,7,43,13,14,2
1902,42.47,-70.94,401,,,6,41,79,7,42,21,6,11
1904,42.49,-70.97,254,,,8,26,41,5,33,5,7,4
1905,42.47,-70.98,274,,,10,24,16,13,18,14,15,11
1906,42.47,-71.01,755,1,,29,89,56,20,86,14,15,13
1907,42.47,-70.91,319,,,11,40,40,3,57,9,10,3
1908,42.43,-70.93,50,1,,3,10,4,1,7,1,1,1
1913,42.85,-70.96,385,,,16,42,47,33,55,12,23,6
1915,42.57,-70.87,1216,6,,61,97,169,55,238,40,55,16
1921,42.68,-71.03,142,2,,6,34,14,3,36,5,7,2
1922,42.76,-70.91,68,1,,1,8,7,,16,4,5,2
1923,42.57,-70.95,1072,3,,39,81,130,62,212,26,51,15
1929,42.64,-70.77,143,1,,9,23,6,13,15,2,10,2
1930,42.62,-70.68,912,31,,40,86,81,50,120,31,54,24
1937,42.59,-70.98,6,,,,,,,1,,1,
1938,42.68,-70.84,391,4,,14,59,28,38,54,12,19,2
1940,42.53,-71.04,333,,,4,54,27,3,113,11,20,8
1944,42.58,-70.77,182,1,,10,15,15,1,39,9,13,3
1945,42.5,-70.86,555,1,,34,60,46,16,120,18,22,4
1949,42.61,-71.01,273,1,,13,45,13,16,37,10,20,2
1950,42.81,-70.89,752,,,43,40,94,60,147,24,48,7
1951,42.77,-70.85,66,1,,6,10,2,2,10,2,3,2
1952,42.84,-70.84,273,,,13,43,14,13,15,10,11,10
1960,42.53,-70.97,1406,,,30,143,154,61,169,40,70,45
1966,42.64,-70.62,190,3,,6,22,10,8,26,6,4,3
1969,42.72,-70.89,206,3,,4,36,12,23,20,6,11,4
1970,42.52,-70.87,1120,,,41,74,149,34,220,39,42,22
1982,42.63,-70.86,161,4,,9,18,14,,39,7,7,
1983,42.64,-70.94,231,,,12,31,17,14,56,8,27,1
1984,42.6,-70.88,76,1,,5,14,5,1,11,3,2,
1985,42.8,-70.96,75,2,,3,16,4,2,22,,3,1
2019,42.08,-71.47,360,,,15,55,13,24,41,6,19,6
2021,42.18,-71.13,872,1,,27,112,66,55,148,25,102,20
2025,42.24,-70.81,258,,,21,20,27,3,47,9,9,3
2026,42.25,-71.18,835,,,35,86,76,9,160,27,32,11
2030,42.23,-71.29,107,,,7,10,13,1,31,2,6,1
2032,42.16,-71.22,117,,,2,17,8,6,15,3,6,3
2035,42.06,-71.25,568,,,30,60,43,20,97,21,43,17
2038,42.08,-71.41,804,1,,27,87,57,49,146,31,57,24
2043,42.22,-70.88,840,,,33,67,78,21,228,32,63,9
2045,42.29,-70.92,162,,,12,18,9,2,24,4,3,7
2047,42.13,-70.69,12,,,,4,1,,2,2,,
2048,42.02,-71.22,551,,,17,48,44,28,103,17,45,19
2050,42.12,-70.71,546,2,,34,76,63,14,97,24,26,9
2052,42.18,-71.31,319,1,,12,38,31,7,71,11,25,4
2053,42.16,-71.43,302,1,,14,42,32,14,44,5,11,5
2054,42.17,-71.36,180,1,,7,26,15,5,23,7,9,5
2056,42.11,-71.34,219,,,10,48,13,7,48,6,15,7
2061,42.16,-70.82,560,,,28,63,53,16,131,18,29,5
2062,42.19,-71.2,1162,,,38,99,142,54,190,46,97,25
2066,42.2,-70.76,360,,,19,48,32,6,67,10,13,9
2067,42.11,-71.18,379,,,20,27,46,7,112,11,26,9
2071,42.1,-71.27,19,,,1,9,1,,1,,1,
2072,42.12,-71.1,849,1,,16,99,73,51,142,28,86,33
2081,42.15,-71.27,581,1,,25,100,49,26,91,16,42,9
2090,42.22,-71.22,426,,,11,59,43,5,103,19,40,11
2093,42.05,-71.36,421,,,8,51,21,9,46,11,17,7
2108,42.36,-71.06,1131,,,54,4,53,10,476,38,29,1
2109,42.37,-71.05,1227,,,46,18,28,5,621,84,17,5
2110,42.36,-71.05,1721,1,,100,12,38,10,998,90,48,11
2111,42.35,-71.06,914,1,,31,7,91,16,260,37,25,10
2113,42.37,-71.06,182,,,4,4,9,8,17,2,1,1
2114,42.36,-71.07,648,,,38,12,87,7,185,43,13,3
2115,42.34,-71.11,613,,,35,3,48,,71,51,6,2
2116,42.35,-71.08,1945,2,,129,13,119,11,536,140,29,6
2118,42.34,-71.07,759,,,31,21,86,23,158,43,89,7
2119,42.32,-71.09,388,,,15,28,72,6,32,19,17,8
2120,42.33,-71.1,156,,,2,2,53,1,14,15,3,2
2121,42.31,-71.09,171,,,3,18,35,3,8,17,,6
2122,42.29,-71.04,448,,,10,50,61,8,53,22,13,2
2124,42.29,-71.07,503,,,10,45,89,8,50,27,8,7
2125,42.32,-71.06,423,,,19,34,46,9,42,26,8,6
2126,42.27,-71.1,218,,,4,15,41,4,21,7,1,5
2127,42.33,-71.04,618,,,34,51,41,21,91,29,41,26
2128,42.36,-71.01,707,,,11,38,45,16,63,33,15,129
2129,42.38,-71.06,429,,,22,21,28,19,108,17,23,26
2130,42.31,-71.11,586,1,,17,31,115,16,79,23,14,10
2131,42.28,-71.13,396,,,9,31,52,6,39,20,13,4
2132,42.28,-71.16,473,,,11,30,72,7,81,19,8,6
2134,42.36,-71.13,518,,,25,25,42,12,72,41,19,17
2135,42.35,-71.15,695,1,,32,47,110,7,104,40,17,17
2136,42.26,-71.13,416,,,7,68,44,19,28,15,22,14
2138,42.38,-71.14,1182,,,64,26,138,21,294,48,27,9
2139,42.36,-71.1,1010,,,60,27,101,20,276,65,32,8
2140,42.39,-71.13,475,,,28,7,50,9,131,18,11,2
2141,42.37,-71.08,471,,,38,12,29,14,125,14,15,5
2142,42.36,-71.08,476,,,50,2,16,9,243,19,24,4
2143,42.38,-71.1,572,,,24,33,76,30,76,27,26,15
2144,42.4,-71.12,395,,,22,20,41,7,101,16,5,2
2145,42.39,-71.09,322,,,4,48,35,14,36,12,13,9
2148,42.43,-71.06,935,,,24,85,114,39,104,50,39,28
2149,42.41,-71.05,680,,,11,85,46,43,64,19,54,28
2150,42.4,-71.03,650,,,9,36,76,35,57,31,87,62
2151,42.42,-71,701,1,,16,74,72,9,72,19,28,43
2152,42.37,-70.97,240,,,12,35,31,2,26,11,5,7
2155,42.42,-71.11,1115,,,43,146,113,37,174,30,48,35
2163,42.37,-71.12,21,,,2,,1,,1,1,,
2169,42.25,-71,1486,1,,52,122,221,32,317,55,49,23
2170,42.27,-71.02,228,,,5,42,19,4,23,15,6,
2171,42.29,-71.02,355,,,14,41,36,7,65,20,10,5
2176,42.46,-71.06,475,1,,12,56,84,11,93,19,8,4
2180,42.47,-71.1,612,1,,14,87,106,17,112,16,18,12
2184,42.21,-71,1449,,,60,132,108,23,316,69,81,34
2186,42.24,-71.08,433,,,22,57,74,4,110,22,9,5
2188,42.2,-70.96,296,,,8,31,34,12,40,11,16,7
2189,42.21,-70.93,411,,,15,79,49,17,55,16,29,4
2190,42.17,-70.95,363,,,8,32,78,2,44,15,11,9
2191,42.24,-70.94,115,,,3,17,9,1,8,5,3,2
2199,42.35,-71.08,242,,,7,,4,,77,21,5,1
2203,42.36,-71.06,16,,,,,1,,6,,,
2210,42.35,-71.04,768,,,62,20,17,25,284,35,90,27
2215,42.35,-71.1,574,,,33,5,56,8,74,39,4,5
2301,42.08,-71.04,1342,,,28,62,241,54,212,43,49,29
2302,42.09,-71,368,,,8,40,61,18,16,7,18,17
2322,42.13,-71.05,232,,,5,36,12,24,19,10,34,14
2324,41.97,-70.98,452,1,,15,82,24,17,71,17,18,14
2330,41.88,-70.75,171,1,,4,30,20,6,17,4,12,7
2332,42.04,-70.71,345,2,,20,38,43,6,89,11,22,4
2333,42.04,-70.94,227,,,8,31,17,15,25,6,6,9
2338,42,-70.86,98,,,3,20,5,4,13,5,2,3
2339,42.12,-70.86,619,1,,15,75,54,25,92,12,32,5
2341,42.05,-70.87,162,1,,3,26,9,10,18,3,7,7
2343,42.14,-71,227,,,2,38,18,21,20,7,15,12
2346,41.88,-70.87,523,1,,8,97,53,22,62,10,20,21
2347,41.83,-70.96,272,,,16,42,20,14,47,10,14,10
2351,42.12,-70.96,311,,,4,39,25,12,35,14,10,9
2356,42.06,-71.12,317,,,9,46,42,7,52,8,15,3
2357,42.05,-71.08,2,,,,,,,,,,
2359,42.07,-70.81,484,2,,15,84,21,30,68,11,36,5
2360,41.88,-70.63,1467,3,,65,164,190,45,253,44,50,27
2364,41.99,-70.74,367,,,14,39,28,10,42,7,17,2
2366,41.85,-70.65,14,,,,4,,1,,2,,
2367,41.96,-70.8,55,1,,,14,4,6,8,2,3,
2368,42.18,-71.05,580,,,11,55,89,22,75,15,42,32
2370,42.13,-70.91,443,1,,12,79,19,34,69,15,41,11
2375,42.01,-71.08,401,1,,17,62,26,24,65,14,32,17
2379,42.02,-71.03,347,1,,8,52,29,23,39,10,31,22
2382,42.08,-70.94,230,,,4,37,11,17,26,4,11,5
2420,42.46,-71.22,504,,,23,29,78,11,151,14,13,1
2421,42.44,-71.24,532,,,29,32,85,8,197,17,19,5
2445,42.33,-71.14,480,,,22,18,101,7,96,26,11,1
2446,42.34,-71.12,706,,,37,14,170,9,114,57,13,3
2451,42.4,-71.26,1279,,,104,67,111,32,372,45,67,12
2452,42.39,-71.21,410,,,20,40,45,12,75,23,13,9
2453,42.37,-71.24,850,,,31,76,95,56,146,33,36,11
2457,42.3,-71.27,18,,,,,,,2,,1,
2458,42.35,-71.19,487,,,20,37,58,13,122,26,28,8
2459,42.31,-71.19,682,,,28,24,108,4,196,44,36,4
2460,42.35,-71.21,270,,,17,19,34,6,81,5,11,2
2461,42.32,-71.21,264,,,12,10,35,6,64,12,6,3
2462,42.33,-71.26,127,,,,3,59,,35,5,3,1
2464,42.31,-71.22,245,,,8,9,33,7,53,11,16,3
2465,42.35,-71.23,301,,,12,27,28,3,73,7,16,6
2466,42.34,-71.25,273,,,21,11,26,6,92,14,9,2
2467,42.31,-71.15,460,,,19,9,78,7,81,36,15,3
2468,42.33,-71.23,96,,,5,6,20,,33,5,6,
2472,42.37,-71.18,996,,,82,90,108,45,170,33,37,15
2474,42.42,-71.16,436,,,18,46,63,5,83,13,10,3
2476,42.42,-71.18,421,,,17,34,69,7,89,19,8,3
2478,42.4,-71.18,558,,,22,60,83,6,120,23,15,7
2481,42.31,-71.28,704,,,23,11,120,8,326,43,18,2
2482,42.29,-71.3,450,,,14,17,48,4,138,22,18,3
2492,42.28,-71.24,529,,,22,46,83,11,128,24,22,4
2493,42.36,-71.3,290,,,17,26,46,6,87,13,10,3
2494,42.3,-71.23,661,,,49,51,53,20,214,31,60,8
2532,41.75,-70.6,287,,,14,33,26,2,45,13,10,7
2534,41.67,-70.62,63,,,6,13,4,6,6,,2,1
