Commodity,Location,Commodities,Output,Employees,Jobs
Federal general government (nondefense),US-GA,14532381558,14.5 Billion,1523,1.5 K
"Agricultural, pharamceutical, industrial, and commercial chemicals",US-GA,14265230924,14.3 Billion,31571,31.6 K
On-road vehicles (excluding motorcycles) and accompanying parts,US-GA,13778310877,13.8 Billion,25551,25.6 K
Truck transport,US-GA,12315692889,12.3 Billion,54940,54.9 K
Paper products and paper production facilities,US-GA,11896992026,11.9 Billion,17444,17.4 K
"Financial investments, exchanges, and advising",US-GA,11022141470,11.0 Billion,18677,18.7 K
Educational institutions and services,US-GA,10698433130,10.7 Billion,319476,319.5 K
"Media, literature, and software",US-GA,10522514128,10.5 Billion,24443,24.4 K
General merchandise stores,US-GA,10101409068,10.1 Billion,92891,92.9 K
Legal services,US-GA,10029305601,10.0 Billion,33548,33.5 K
Air transport,US-GA,9505817990,9.5 Billion,27098,27.1 K
Food and beverage stores,US-GA,9252325402,9.3 Billion,86749,86.7 K
"Couriers, messengers, transportation for leisure activities",US-GA,9076377197,9.1 Billion,61536,61.5 K
Plastics and rubber products,US-GA,8324945840,8.3 Billion,22812,22.8 K
"Data processing, internet publishing, and other information services",US-GA,8125587563,8.1 Billion,16695,16.7 K
"Scrap, used and secondhand goods",RoUS,8123218049,8.1 Billion,22008,22 K
Textiles and textile-dervied products (except clothes),US-GA,8097315489,8.1 Billion,26734,26.7 K
Machinery (except computers),US-GA,8081470817,8.1 Billion,21435,21.4 K
"Other vehicles (e.g. aircraft, water vessels), missiles, and accompanying parts",US-GA,7412094521,7.4 Billion,26731,26.7 K
Fabricated metal products (e.g. architectural and structural metal products),US-GA,7351805203,7.4 Billion,29794,29.8 K
"Oilseeds, grains, vegetables, fruits, animal farms and aquaculture",US-GA,7266619864,7.3 Billion,14024,14 K
"Wood products (e.g. plywood, veneer)",US-GA,7073282231,7.1 Billion,19894,19.9 K
Warehouses,US-GA,6386310144,6.4 Billion,62529,62.5 K
Vehicles and parts sales,US-GA,5387721116,5.4 Billion,47015,47 K
"Clay, glass, cement, concrete, and other nonmetallic mineral products",US-GA,4889451125,4.9 Billion,14819,14.8 K
"Lights and light fixtures, switch boards, transformers, and home appliances",US-GA,4778652343,4.8 Billion,14037,14 K
"Nursing, community, mental health, and substance abuse facilities",US-GA,4449697873,4.4 Billion,62088,62.1 K
"Child day care, community food services, housing services, and other relief services",US-GA,4281218803,4.3 Billion,73679,73.7 K
Primary and secondary ferrous and nonferrous metals,US-GA,3854437732,3.9 Billion,7698,7.7 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",US-GA,3515252857,3.5 Billion,14079,14.1 K
"Funds, trusts, and financial vehicles",US-GA,3429832147,3.4 Billion,1167,1.2 K
Noncomparable imports and rest-of-the-world adjustment,RoUS,3156257665,3.2 Billion,7470,7.5 K
Film and sound-based entertainment,US-GA,3114657259,3.1 Billion,12722,12.7 K
"Amusement facilities, gambling facilities, resort and recreation facilities",US-GA,2932118225,2.9 Billion,32382,32.4 K
Hotels and campgrounds,US-GA,2873589413,2.9 Billion,36557,36.6 K
Waste management and remediation services,US-GA,2566476281,2.6 Billion,10964,11 K
"Computers and relevant parts, conductors, measuring devices, communication devices",US-GA,2526461701,2.5 Billion,10414,10.4 K
"Performing arts, spectator sports, museums, and related activities",US-GA,2406057536,2.4 Billion,12646,12.6 K
Federal electric utilities and postal service,US-GA,2345800065,2.3 Billion,13611,13.6 K
Rail transport,US-GA,2294209019,2.3 Billion,20,20.0
Furniture and shelving,US-GA,2257829095,2.3 Billion,10816,10.8 K
Print media and printing support,US-GA,2116763959,2.1 Billion,9788,9.8 K
"Metal ores, dimensional stone, nonmetallic minerals",US-GA,1918755700,1.9 Billion,3514,3.5 K
Other state and local government enterprises including transit and utilities,US-GA,1731395658,1.7 Billion,71,71.0
"Petroleum fuels, asphalt, and other petroleum and coal products",US-GA,1564354941,1.6 Billion,1125,1.1 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",US-GA,1489615704,1.5 Billion,9997,10 K
Clothing and leather,US-GA,1256927083,1.3 Billion,5440,5.4 K
Passenger ground transport,US-GA,818334074,818.3 Million,14182,14.2 K
Pipeline transport,US-GA,656931386,656.9 Million,746,746
"Scrap, used and secondhand goods",US-GA,199781951,199.8 Million,308,308
Well drilling and support activities for mining,US-GA,192769488,192.8 Million,703,703
"Water transport (boats, ships, ferries)",US-GA,184483952,184.5 Million,571,571
Noncomparable imports and rest-of-the-world adjustment,US-GA,102742335,102.7 Million,11,11.0
Unrefined oil and gas,US-GA,2195913,2.2 Million,5,5.0
