Commodity,Location,Commodities,Output,Employees,Jobs
"Media, literature, and software",US-OH,7768917679,7.8 Billion,21746,21.7 K
Paper products and paper production facilities,US-OH,7495357298,7.5 Billion,20238,20.2 K
"Child day care, community food services, housing services, and other relief services",US-OH,6956912947,7.0 Billion,131891,131.9 K
Vehicles and parts sales,US-OH,6329158348,6.3 Billion,53880,53.9 K
Waste management and remediation services,US-OH,5559169952,5.6 Billion,20263,20.3 K
"Amusement facilities, gambling facilities, resort and recreation facilities",US-OH,5475852553,5.5 Billion,50171,50.2 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",US-OH,5410285549,5.4 Billion,21975,22 K
"Computers and relevant parts, conductors, measuring devices, communication devices",US-OH,4059522542,4.1 Billion,21626,21.6 K
"Wood products (e.g. plywood, veneer)",US-OH,3675070220,3.7 Billion,12655,12.7 K
Air transport,US-OH,3632516261,3.6 Billion,9946,9.9 K
"Data processing, internet publishing, and other information services",US-OH,3594202791,3.6 Billion,17380,17.4 K
"Performing arts, spectator sports, museums, and related activities",US-OH,3441142984,3.4 Billion,17781,17.8 K
Well drilling and support activities for mining,US-OH,3416269258,3.4 Billion,3866,3.9 K
Noncomparable imports and rest-of-the-world adjustment,RoUS,3177154001,3.2 Billion,7533,7.5 K
Print media and printing support,US-OH,2850697521,2.9 Billion,14734,14.7 K
Unrefined oil and gas,US-OH,2790589235,2.8 Billion,427,427
Furniture and shelving,US-OH,2497741237,2.5 Billion,14223,14.2 K
Rail transport,US-OH,2421499406,2.4 Billion,21,21.0
"Funds, trusts, and financial vehicles",US-OH,2374449964,2.4 Billion,654,654
Pipeline transport,US-OH,2335661131,2.3 Billion,2679,2.7 K
Hotels and campgrounds,US-OH,2252923450,2.3 Billion,31055,31.1 K
Other state and local government enterprises including transit and utilities,US-OH,2069170188,2.1 Billion,146,146
Federal electric utilities and postal service,US-OH,1868989496,1.9 Billion,18655,18.7 K
"Metal ores, dimensional stone, nonmetallic minerals",US-OH,1808620115,1.8 Billion,3850,3.9 K
Textiles and textile-dervied products (except clothes),US-OH,1312967647,1.3 Billion,4610,4.6 K
Passenger ground transport,US-OH,1103235312,1.1 Billion,15631,15.6 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",US-OH,983825649,983.8 Million,2798,2.8 K
Clothing and leather,US-OH,529386791,529.4 Million,2696,2.7 K
Film and sound-based entertainment,US-OH,511991193,512 Million,3369,3.4 K
"Water transport (boats, ships, ferries)",US-OH,471374766,471.4 Million,1022,1 K
"Scrap, used and secondhand goods",US-OH,350286664,350.3 Million,669,669
Noncomparable imports and rest-of-the-world adjustment,US-OH,81845999,81.8 Million,25,25.0
